ticker_b3,modelo,i,z
AALR3,m3,17,0.1931020158907755
AALR3,m3,18,0.10333227345789796
AALR3,m3,19,0.11040696954144594
AALR3,m3,20,0.12805236740744574
AALR3,m3,21,-0.4738945145479674
AALR3,m3,22,-5.283002043265574
AALR3,m3,23,-1.9096058759276584
AALR3,m3,24,-1.7266402253362871
AALR3,m3,25,0.2344500875833511
AALR3,m3,26,1.3210939541860787
AALR3,m3,27,-0.24231824775190358
AALR3,m3,28,0.9898268695460342
AALR3,m3,29,-0.2937689820996041
AALR3,m3,30,1.0228364938811383
AALR3,m3,31,-1.5159296287117796
AALR3,m3,32,0.906938996715323
AALR3,m3,33,0.5411278814113029
AALR3,m3,34,0.42850986887751946
AALR3,m3,35,0.12521229566297726
AALR3,m3,36,0.27096940082813953
AALR3,m3,37,1.070807404318446
AALR3,m3,38,-0.37158797968075435
AALR3,m3,39,-0.19230883969120727
AALR3,m3,40,-0.2588782278196435
AALR3,m3,41,0.002148148154689576
AALR3,m3,42,-1.2695560479452386
AALR3,m3,43,0.1976128356805761
AALR3,m3,44,-0.45863775254779765
AALR3,m3,45,0.11241640462012475
AALR3,m3,46,-0.10257610536632003
AALR3,m3,47,0.43733264158642055
AALR3,m3,48,0.18115440223968607
AALR3,m3,49,0.24813390850464265
AALR3,m3,50,-0.45677395791143727
AALR3,m3,51,-1.3405452317578037
AALR3,m3,52,0.18890657171884373
AALR3,m3,53,1.700730799641382
AALR3,m3,54,0.6795973494168269
AALR3,m3,55,0.22126176817982535
AALR3,m3,56,0.5121876232355241
AALR3,m3,57,0.3072503574320046
AALR3,m3,58,0.26029935228178985
AALR3,m3,59,0.13344913363565966
AALR3,m3,60,0.1743917695976475
AALR3,m3,61,0.09183208090558993
AALR3,m3,62,-0.05728150552473647
AALR3,m3,63,-0.11110340681714358
AALR3,m3,64,0.5901472379412992
AALR3,m3,65,-0.6318234025380699
AALR3,m3,66,0.3511422076829181
AALR3,m3,67,0.417483340038136
AALR3,m3,68,1.7671736839058587
AALR3,m3,69,0.8630511691454724
AALR3,m3,70,-0.8562670061556399
AALR3,m3,71,-0.9207509572405562
AALR3,m3,72,-0.6260468512378782
AALR3,m3,73,0.4861058761407402
AALR3,m3,74,1.5015529750186491
AALR3,m3,75,1.6415594822649495
AALR3,m3,76,0.6401203126649447
AALR3,m3,77,-0.28862326204061167
AALR3,m3,78,0.5403749025925828
AALR3,m3,79,-0.2798761427835707
AALR3,m3,80,-0.15405589381126736
AALR3,m3,81,0.20953011578917358
AALR3,m3,82,-0.054924279733606106
AALR3,m3,83,-1.6340065642589985
AALR3,m3,84,1.6387090039739918
AALR3,m3,85,-0.1854647182141821
AALR3,m3,86,0.4546781289451193
AALR3,m3,87,-0.2539162249751857
AALR3,m3,88,-0.6443417004314602
AALR3,m3,89,-0.6003405430694743
AALR3,m3,90,-0.6848862351208721
AALR3,m3,91,-0.4603260347909505
AALR3,m3,92,-0.01677032250761078
AALR3,m3,93,-1.1011708472285098
AALR3,m3,94,-1.5265663583111226
AALR3,m3,95,2.103581977745262
AALR3,m3,96,1.4304830558255373
AALR3,m3,97,1.0463937988095044
AALR3,m3,98,-0.12149743987981304
AALR3,m3,99,-1.1430435247680426
AALR3,m3,100,0.18198897939501923
AALR3,m3,101,0.9197500110738147
AALR3,m3,102,0.26793239684650416
AALR3,m3,103,0.7836283587843004
AALR3,m3,104,0.04393780733974351
AALR3,m3,105,0.17837578773829843
AALR3,m3,106,-4.192797738760227
AALR3,m3,107,-0.04310175146016296
AALR3,m3,108,-3.068347979027655
AALR3,m3,109,0.7670855066075034
AALR3,m3,110,1.127525286949148
AALR3,m3,111,-1.5560450701361521
AALR3,m3,112,0.701470701322193
AALR3,m3,113,0.688338265915575
AALR3,m3,114,-0.15164704405206947
AALR3,m3,115,0.4590199002924363
AALR3,m3,116,-0.9079132479354279
AALR3,m3,117,-0.6076582350607701
AALR3,m3,118,0.12463860684595819
AALR3,m3,119,-0.045165168849603976
AALR3,m3,120,-1.8245388986334057
AALR3,m3,121,1.9714569885987039
AALR3,m3,122,0.37816578639946524
AALR3,m3,123,-0.300381882824037
AALR3,m3,124,0.44851500355688495
AALR3,m3,125,0.3372370397453858
AALR3,m3,126,0.5630044467182558
AALR3,m3,127,0.9623883269585849
AALR3,m3,128,0.38890646373775306
