ticker_b3,n_previsoes,gamma_medio,gamma_pval_medio,pct_signif_5pct_m2,delta_medio,delta_pval_medio,pct_signif_5pct_m3,persistencia_m1,persistencia_m2,persistencia_m3
JSLG3,103,0.04934001934159251,0.9420513747706544,5.825242718446602,0.011706726649104594,0.9786528983590523,0,0.9924054915542515,0.9950589078614289,0.9925114920796678
KEPL3,103,9.781764948272526e-9,0.9999999877568353,0,9.067496510682548e-9,0.9999999322274458,0,0.9928991034333584,0.992732811802441,0.9927328497453025
KLBN11,103,1.0139493882464685e-8,0.999999814733914,0,5.546060026865046e-9,0.9999978161294698,0,0.9981712956527736,0.9982451674108779,0.9982451668563523
KLBN3,103,9.477611832777218e-9,0.9999999560498329,0,3.130759688039041e-9,0.9999995907419366,0,0.9949693141449382,0.9951790325830053,0.9951790088978765
KLBN4,103,1.2503574400515582e-8,0.9999997789388483,0,7.780529388996662e-9,0.9999962553904453,0,0.9969824401423524,0.9969201101223787,0.9969186753896716
LAVV3,103,0.4119461009863954,0.8686005545311419,0,0.08370110403868859,0.683180840009728,0.9708737864077669,0.7366822472537664,0.67758871374059,0.6935832779304312
LEVE3,103,0.0036485977039198325,0.9994768022011731,0,0.0027959383181957176,0.9950141833103773,0,0.9856444612011211,0.9856119677706183,0.9855095907243508
LIGT3,103,1.9159829435620737,0.8935565224816849,10.679611650485436,0.3118601270024479,0.9235982401281936,6.796116504854369,0.9284765096495605,0.910245889568431,0.9063889500185437
LJQQ3,103,0.3826593415376453,0.9812469715771063,0,0.08208874410035638,0.9561546401583919,0.9708737864077669,0.9568379629487147,0.9433465581237617,0.9450488683739312
LOGG3,103,0.008578817674232613,0.9909040964102511,0,1.0994455462126295e-8,0.9999999564986723,0,0.9201596453453967,0.9277821022317891,0.927702247921113
LOGN3,103,7.917858652031644e-9,0.9999998257288366,0,0.003860773667127922,0.9902911900129554,0.9708737864077669,0.9806619227984212,0.9776160422450039,0.9782659842858253
LPSB3,103,0.5877177158313336,0.8874848503601441,0.9708737864077669,7.397068520021394e-9,0.9999998536372842,0,0.8416055105547526,0.8726547908966685,0.8535232781262634
