semana,preco_abertura,preco_fechamento,volume_total,n_preços,rv,ret_semanal,ticker_yf,ticker_b3,svi_zeros_pct,svi,svi_diff,svi_log_dev,svi_exp_dev
2021-10-29,15.18000030517578,14.800000190734863,6448700.0,5,0.0028175677291605,0.0239327922987634,AALR3.SA,AALR3,61.5672,34,12.0,0.6375773294051346,1.8918918918918919
2021-11-05,14.699999809265137,14.949999809265137,2560600.0,4,0.0008381897497363,0.0100840934209507,AALR3.SA,AALR3,61.5672,9,-25.0,-0.615185639090233,0.5405405405405408
2021-11-12,14.5600004196167,13.43000030517578,3139400.0,5,0.0029367299744299,-0.1072202538199259,AALR3.SA,AALR3,61.5672,16,7.0,0.1251631429540061,1.1333333333333335
2021-11-19,13.039999961853027,17.020000457763672,8394000.0,4,0.0581125847288585,0.2368981167822761,AALR3.SA,AALR3,61.5672,37,21.0,0.9295359586241756,2.533333333333333
2021-11-26,17.100000381469727,18.649999618530277,6960500.0,5,0.0036122662554459,0.0914569755948229,AALR3.SA,AALR3,61.5672,25,-12.0,0.5172565140962813,1.67741935483871
2021-12-03,18.149999618530277,18.489999771118164,5459900.0,5,0.0014991265409702,-0.0086160926153322,AALR3.SA,AALR3,61.5672,25,0.0,0.2623642644674913,1.3000000000000003
2021-12-10,18.489999771118164,18.09000015258789,1835300.0,5,0.0002492794552474,-0.0218707251782169,AALR3.SA,AALR3,61.5672,14,-11.0,-0.49062291644847145,0.6122448979591836
2021-12-17,18.09000015258789,17.520000457763672,4447100.0,5,0.0130607361223036,-0.0320161962058255,AALR3.SA,AALR3,61.5672,26,12.0,0.09716374845364761,1.1020408163265305
2021-12-24,17.84000015258789,14.300000190734863,8111700.0,4,0.0520971177820552,-0.2030835610323445,AALR3.SA,AALR3,61.5672,34,8.0,0.2972515234679314,1.3461538461538458
2021-12-31,13.789999961853027,14.970000267028809,2957000.0,4,0.0163935673607489,0.0457886656651688,AALR3.SA,AALR3,61.5672,15,-19.0,-0.485507815781701,0.6153846153846153
2022-01-07,13.579999923706056,12.850000381469728,2746700.0,5,0.0138542878086106,-0.152704375241544,AALR3.SA,AALR3,61.5672,17,2.0,-0.3677247801253176,0.6923076923076921
2022-01-14,13.199999809265137,14.199999809265137,2816000.0,5,0.0153421905184249,0.0998981101475938,AALR3.SA,AALR3,61.5672,19,2.0,-0.2623642644674913,0.769230769230769
2022-01-21,14.510000228881836,15.0,4816600.0,5,0.0295844951758824,0.0548082499270277,AALR3.SA,AALR3,61.5672,11,-8.0,-0.6505875661411493,0.5217391304347826
2022-01-28,14.09000015258789,15.979999542236328,2493200.0,5,0.0206276516736071,0.0632877105898811,AALR3.SA,AALR3,61.5672,17,6.0,-0.054067221270275745,0.9473684210526316
2022-02-04,16.5,16.149999618530273,2001000.0,5,0.0024477045687139,0.0105821143561576,AALR3.SA,AALR3,61.5672,11,-6.0,-0.40546510810816416,0.6666666666666669
2022-02-11,16.309999465942383,17.049999237060547,1908900.0,5,0.0015560412970361,0.054230132934094,AALR3.SA,AALR3,61.5672,0,-11.0,-2.8903717578961645,0.055555555555555566
2022-02-18,17.079999923706055,16.5,2668800.0,5,0.0049949458417992,-0.0327897780758078,AALR3.SA,AALR3,61.5672,12,12.0,-0.2682639865946794,0.7647058823529411
2022-02-25,15.729999542236328,16.950000762939453,2476700.0,5,0.0048476831773349,0.0269074979311003,AALR3.SA,AALR3,61.5672,10,-2.0,-0.2762533766281581,0.7586206896551725
2022-03-04,17.350000381469727,17.25,1571900.0,3,0.0005774521258731,0.0175442646397333,AALR3.SA,AALR3,61.5672,0,-10.0,-2.5257286443082556,0.07999999999999999
2022-03-11,16.799999237060547,17.440000534057617,3755900.0,5,0.0020079375789258,0.010954305626034,AALR3.SA,AALR3,61.5672,9,9.0,-0.18232155679395445,0.8333333333333335
2022-03-18,17.809999465942383,17.399999618530273,4400000.0,5,0.0034105436203115,-0.0022962648064674,AALR3.SA,AALR3,61.5672,16,7.0,0.3908663086870119,1.4782608695652177
